,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,public_information_campaigns,facial_coverings,vaccination_policy,date,location_key,stringency_index
121487,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2021-12-29,GB,48.61
121488,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2021-12-30,GB,48.61
121489,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2021-12-31,GB,48.61
121490,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-01,GB,48.61
121491,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-02,GB,48.61
121492,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-03,GB,48.61
121493,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-04,GB,46.76
121494,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-05,GB,46.76
121495,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-06,GB,46.76
121496,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-07,GB,46.76
121497,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-08,GB,46.76
121498,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-09,GB,46.76
121499,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-10,GB,46.76
121500,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-11,GB,46.76
121501,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-12,GB,46.76
121502,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-13,GB,46.76
121503,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-14,GB,46.76
121504,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-15,GB,46.76
121505,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-16,GB,46.76
121506,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-17,GB,46.76
121507,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-18,GB,46.76
121508,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-19,GB,46.76
121509,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-20,GB,46.76
121510,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-21,GB,46.76
121511,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-22,GB,46.76
121512,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-23,GB,46.76
121513,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-24,GB,46.76
121514,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-25,GB,46.76
121515,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-26,GB,46.76
121516,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-27,GB,42.13
121517,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-28,GB,42.13
121518,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-29,GB,42.13
121519,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-30,GB,42.13
121520,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-01-31,GB,42.13
121521,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-02-01,GB,42.13
121522,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-02-02,GB,42.13
121523,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-02-03,GB,42.13
121524,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-02-04,GB,42.13
121525,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-02-05,GB,42.13
121526,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-02-06,GB,42.13
121527,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-02-07,GB,42.13
121528,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-02-08,GB,42.13
121529,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-02-09,GB,42.13
121530,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,2022-02-10,GB,42.13
121531,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-11,GB,39.35
121532,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-12,GB,39.35
121533,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-13,GB,39.35
121534,1.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-14,GB,39.35
121535,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-15,GB,32.41
121536,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-16,GB,32.41
121537,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-17,GB,32.41
121538,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-18,GB,32.41
121539,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-19,GB,32.41
121540,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-20,GB,32.41
121541,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-21,GB,32.41
121542,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-22,GB,32.41
121543,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-23,GB,32.41
121544,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-24,GB,32.41
121545,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-25,GB,32.41
121546,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-26,GB,32.41
121547,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-27,GB,32.41
121548,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-02-28,GB,23.15
121549,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-01,GB,23.15
121550,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-02,GB,23.15
121551,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-03,GB,23.15
121552,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-04,GB,23.15
121553,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-05,GB,23.15
121554,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-06,GB,23.15
121555,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-07,GB,23.15
121556,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-08,GB,23.15
121557,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-09,GB,23.15
121558,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-10,GB,23.15
121559,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-11,GB,23.15
121560,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-12,GB,23.15
121561,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-13,GB,23.15
121562,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-14,GB,23.15
121563,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-15,GB,23.15
121564,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-16,GB,23.15
121565,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,2022-03-17,GB,23.15
121566,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-18,GB,20.37
121567,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-19,GB,20.37
121568,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-20,GB,20.37
121569,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-21,GB,20.37
121570,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-22,GB,20.37
121571,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-23,GB,20.37
121572,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-24,GB,20.37
121573,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-25,GB,20.37
121574,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-26,GB,20.37
121575,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-27,GB,20.37
121576,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-28,GB,20.37
121577,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-29,GB,20.37
121578,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-30,GB,20.37
121579,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-03-31,GB,20.37
121580,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-01,GB,20.37
121581,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-02,GB,20.37
121582,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-03,GB,20.37
121583,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-04,GB,20.37
121584,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-05,GB,20.37
121585,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-06,GB,20.37
121586,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-07,GB,20.37
121587,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-08,GB,20.37
121588,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-09,GB,20.37
121589,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-10,GB,20.37
121590,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-11,GB,20.37
121591,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-12,GB,20.37
121592,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-13,GB,20.37
121593,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-14,GB,20.37
121594,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-15,GB,20.37
121595,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-16,GB,20.37
121596,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2022-04-17,GB,20.37
121597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-18,GB,12.96
121598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-19,GB,11.11
121599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-20,GB,11.11
121600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-21,GB,11.11
121601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-22,GB,11.11
121602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-23,GB,11.11
121603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-24,GB,11.11
121604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-25,GB,11.11
121605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-26,GB,11.11
121606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-27,GB,11.11
121607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-28,GB,11.11
121608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-29,GB,11.11
121609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-04-30,GB,11.11
121610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-01,GB,11.11
121611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-02,GB,11.11
121612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-03,GB,11.11
121613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-04,GB,11.11
121614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-05,GB,11.11
121615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-06,GB,11.11
121616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-07,GB,11.11
121617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-08,GB,11.11
121618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-09,GB,11.11
121619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-10,GB,11.11
121620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-11,GB,11.11
121621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-12,GB,11.11
121622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-13,GB,11.11
121623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-14,GB,11.11
121624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-15,GB,11.11
121625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-16,GB,11.11
121626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-17,GB,11.11
121627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-18,GB,11.11
121628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-19,GB,11.11
121629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-20,GB,11.11
121630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-21,GB,11.11
121631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-22,GB,11.11
121632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-23,GB,11.11
121633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-24,GB,11.11
121634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-25,GB,11.11
121635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-26,GB,11.11
121636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-27,GB,11.11
121637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-28,GB,11.11
121638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-29,GB,11.11
121639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-30,GB,11.11
121640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-05-31,GB,11.11
121641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-01,GB,11.11
121642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-02,GB,11.11
121643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-03,GB,11.11
121644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-04,GB,11.11
121645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-05,GB,11.11
121646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-06,GB,11.11
121647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-07,GB,11.11
121648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-08,GB,11.11
121649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-09,GB,11.11
121650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-10,GB,11.11
121651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-11,GB,11.11
121652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-12,GB,11.11
121653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-13,GB,11.11
121654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-14,GB,11.11
121655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-15,GB,11.11
121656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-16,GB,11.11
121657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-17,GB,11.11
121658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-18,GB,11.11
121659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-19,GB,11.11
121660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-20,GB,11.11
121661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-21,GB,11.11
121662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-22,GB,11.11
121663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-23,GB,11.11
121664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-24,GB,11.11
121665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-25,GB,11.11
121666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-26,GB,11.11
121667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-27,GB,11.11
121668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-28,GB,11.11
121669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-29,GB,11.11
121670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-06-30,GB,11.11
121671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-01,GB,11.11
121672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-02,GB,11.11
121673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-03,GB,11.11
121674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-04,GB,11.11
121675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-05,GB,11.11
121676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-06,GB,11.11
121677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-07,GB,11.11
121678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-08,GB,11.11
121679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-09,GB,11.11
121680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-10,GB,11.11
121681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-11,GB,11.11
121682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-12,GB,11.11
121683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-13,GB,11.11
121684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-14,GB,11.11
121685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-15,GB,11.11
121686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-16,GB,11.11
121687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-17,GB,11.11
121688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-18,GB,11.11
121689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-19,GB,11.11
121690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-20,GB,11.11
121691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-21,GB,11.11
121692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-22,GB,11.11
121693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-23,GB,11.11
121694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-24,GB,11.11
121695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2022-07-25,GB,11.11
141186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-01,IN,0.0
141187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-02,IN,0.0
141188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-03,IN,0.0
141189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-04,IN,0.0
